3062,626,3890,225,28,1832,188,3167,4244,1226,4443,1337,182,1863,4444,3258,580,2450,295,499,1928,339,1500,1023,207,2652,974,436,1329,4462,100,4261,748,2633,548,3831,4474,2250,1665,4479,4481,3256,4484,4485,2757,4498,4500,4502,1213,516,2877,2573,937,2734,1408,3186,902,4055,1650,332,1731,127,244,302,805,2868,156,4548,25,3368,4564,94,4570,4571,717,2198,4577,1018,4586,2151,1554,2363,3595,1186,4596,619,2237,2760,1148,4608,745,2981,4617,3759,1997,308,4048,655,2945,4657,1889,521,1172,98,3457,3417,4689,2647,519,39,3893,3821,4735,484,4743,4748,2655,80,4770,384,1066,1412,120,1846,4798,1432,84,1149,2971,4842,566,710,4872,551,4892,3938,4896,3266,808,3236,4917,206,1370,1943,177,432,4936,515,4955,4956,716,883,1143,430,2817,1732,2216,3024,2186,5015,5016,1455,1728,5037,838,5038,5048,1878,1423,2330,5055,3776,2079,5066,228,445,353,1076,931,2356,5075,5076,1896,5078,3365,5081,2605,2124,5082,1499,777,784,2249,5083,1021,1942,5085,3184,307,3425,3166,5086,1737,2339,5088,1950,457,607,1147,1295,5092,5093,1362,2506,4368,3441,5098,3830,5105,2986,2508,2444,3995,5109,1608,2178,5112,2442,76,191,271,5127,2516,4342,537,4069,5137,5140,5141,315,3124,5143,236,776,5149
4343,4097,1815,4277,2694,4441,4012,3371,1927,4445,4449,4292,4450,4453,4454,2080,4459,2351,1507,4465,2036,1858,2302,1274,4467,2744,4469,1245,1030,4473,4476,2730,4480,2037,4483,4057,2017,260,4508,4509,3970,3364,4419,2653,2700,795,2491,4515,1514,2668,1937,4391,2701,4018,2401,851,4536,4537,2656,2628,4552,2624,4194,4555,2107,4562,4563,4569,4574,4291,3489,2412,1387,4581,2308,2800,4592,4602,1501,2416,4610,4611,4612,4613,3174,4615,3979,4626,1783,4643,3234,4278,4649,4656,2375,1300,4686,4036,4688,4004,4691,3626,4692,4693,4698,4,4700,4701,4704,333,4705,4708,4709,4710,4711,4712,4717,4723,4725,3793,475,4746,4747,1794,4760,4762,4765,2345,2962,4774,910,4780,2448,4783,2338,2427,1225,1247,2074,393,533,3485,4818,4820,4823,4824,395,4832,3187,3645,4834,185,4836,2018,4847,4854,387,386,2300,4877,2815,1367,3567,769,4881,439,3670,4887,525,3000,4893,3792,508,3149,4907,1173,233,2917,4924,3885,4937,4940,4942,3728,449,4957,4959,1716,4977,1187,4980,4984,1669,5001,5006,5007,5012,5014,5020,1074,5023,1976,5031,3712,404,5034,1986,3165,2086,5052,3516,5058,5065,3922,5073,1478,2924,1265,1266,1267,1269,1270,5089,5090,5101,5104,4179,5110,4020,5138,5147
2406,481,631,4383,243,1632,2538,274,211,971,292,254,1439,1002,759,695,530,2044,3919,3083,1144,417,111,4455,1120,241,4338,412,1479,1462,4468,1516,14,163,3471,490,820,1189,399,153,401,2089,1574,1876,27,747,1907,1707,175,47,4506,216,2743,2083,238,1007,152,4513,1201,2012,965,149,4518,3308,3182,4519,969,63,4524,532,1526,1929,654,4533,2408,4121,119,2051,431,4553,2201,3574,1992,4560,2391,107,1833,1636,4578,1092,1392,1305,1368,420,4599,3427,3295,505,924,1294,4618,946,560,142,1350,4627,3015,231,4637,4638,554,2504,899,3058,4667,4314,2749,320,701,4715,757,4720,4721,787,2843,1593,3228,167,2252,2072,2487,1008,1946,264,4265,4795,4821,4047,1560,1570,4845,1578,3760,4868,2659,2556,2766,1384,4898,3332,4912,799,930,4920,1182,3387,4941,624,4950,4951,1271,4038,4953,4954,1256,4958,615,2933,286,2966,518,4979,1572,733,4994,204,1124,1588,5013,4404,1308,2340,886,5030,1339,5036,2510,2141,2316,2929,2171,3210,5064,1603,5080,2148,414,485,3701,2665,3393,5102,1788,1531,161,5125,2270,3146
360,77,2097,1359,932,905,2196,415,1259,4521,4522,4523,35,722,4257,1798,3596,95,178,287,347,3241,4576,3196,378,2873,193,1442,335,2181,1263,4259,2889,4594,2525,4597,2587,3945,4605,4211,2446,125,573,2234,2841,2961,4616,186,4041,222,4623,50,4628,4629,3382,44,2584,3535,1288,4632,4635,2970,4636,1740,627,289,398,4645,2106,4646,1524,459,4652,4653,4660,337,1161,4371,4662,4663,2098,681,4666,3145,4668,4669,4670,4671,4672,3544,4675,4676,4677,4678,4679,4681,4685,926,884,4703,4288,4713,1153,4714,4716,4726,298,639,3344,4737,4738,2419,4744,3143,4751,1631,4755,3990,4759,1146,4761,1525,4763,1523,1307,4329,829,4778,2993,4784,680,2890,4789,4792,1648,3770,4815,2413,4825,4826,85,4829,4839,3562,115,4856,4859,4860,4869,4873,2328,2650,1621,4895,2550,4900,4902,2725,1290,4921,2870,4928,4933,192,4939,1885,4943,1668,483,3005,3989,4960,4963,800,4967,4987,1303,4999,5000,594,4243,5018,5021,5032,5042,5043,488,4075,1208,5061,3714,5072,1140,1331,5097,5099,2309,5114,5120,3105
2396,825,340,90,396,131,535,1458,4111,1311,226,3280,911,1413,1681,1,2230,224,258,2431,4225,546,4526,4529,666,597,923,4550,2773,2571,154,4095,683,155,4582,4585,3588,4600,4601,4296,4604,255,1275,2108,93,75,4622,158,859,809,96,349,739,4641,4644,4650,4661,529,2101,921,3842,887,410,620,310,528,1753,4695,2795,3162,2691,3021,858,813,174,2627,2604,3826,4758,2010,2683,4767,4772,114,4775,444,346,367,735,810,4781,4782,3057,4786,4793,524,2637,4809,86,3768,373,4838,2887,2275,576,4864,4876,252,4910,4922,3323,4926,779,173,4931,245,1216,4945,2204,4254,788,1257,1592,4970,583,4981,543,653,749,5049,1020,645,2060,1580,3436,5106,5107,1111,801,1241,700,329
4434,19,402,3482,2014,1888,616,266,4125,276,4471,4475,4488,355,357,296,4503,4507,1485,4532,334,998,1029,4250,3420,1544,633,2193,2289,1243,242,4607,4609,2062,4249,4620,4348,1169,2810,4624,4625,4631,157,3675,1517,497,2185,4651,4659,2105,4664,3697,279,2197,4091,2736,934,4687,662,3455,4728,1708,2513,391,138,1045,2737,1586,1770,3458,511,4771,4773,3158,942,693,4785,313,4790,588,3040,4797,4810,4817,4819,4822,4835,667,60,2200,4858,4863,679,4903,3338,34,4914,4918,1519,1649,4961,901,4972,2400,2953,4978,4986,4988,4993,2068,58,1157,4219,4393,5045,1466,2738,2215,1793,5111,5113,5116,5123,294,5129,5139,1426,870
4435,1978,4436,4437,1729,4447,442,4451,1179,4452,4456,4457,4458,1315,1611,3532,4466,4482,3203,4487,4490,4491,4492,4495,4496,4499,3284,3235,4510,3896,123,1317,4514,3777,4544,1013,2182,540,4568,1855,4584,4587,4630,4634,4032,806,4658,2788,1093,4683,471,4719,4729,2501,2456,4752,4779,4794,4799,4803,4807,3798,3107,4814,4816,1119,4828,4830,4831,4431,2422,3086,4849,2251,2698,3592,4879,4886,4056,3354,4916,4919,1953,2150,4929,4932,4949,4962,4965,4966,4969,3157,4985,4995,1711,5019,5024,5025,652,5051,1486,5074,5077,3789,5095,5103,2214,5124
2484,953,2235,1338,4448,565,992,1904,1956,4176,657,1306,4512,2863,527,4561,3028,2008,617,3947,4583,4122,4588,4603,2474,4642,1086,3785,4234,743,1064,3099,4741,2968,941,3104,4764,4426,1194,2317,328,3177,1417,3074,3044,986,4805,2282,2542,4840,682,3705,301,4857,4870,4871,545,2004,4237,4888,2471,4079,4894,2799,1328,598,4909,4913,1799,4930,4948,2676,4968,1733,1595,3477,5017,1323,1954,4235,984,5046,1094,18,5054,5079,5136
376,1775,2432,220,57,952,4539,2115,4541,2183,4542,4549,4558,778,108,4575,1135,684,1078,2678,146,3818,2402,1522,2867,2548,2455,4647,3523,3282,4724,2697,4736,4753,275,403,1625,855,771,1823,1166,990,1612,4850,4851,4861,4862,873,2905,4880,4890,4891,1232,1473,783,1445,4923,1730,4938,3767,2791,389,4432,4996,2488,5004,5010,3051,5022,2672,2337,283,5044,454,2900,5100,5108,3636
3050,54,4045,2518,2998,112,3310,2112,707,4101,1870,169,1607,2179,1459,139,55,847,2893,4472,3430,3148,4273,2009,1545,1726,4511,1982,3963,3290,2589,4528,130,4546,4551,3838,1639,2210,105,4579,4395,2480,126,2170,4665,3809,2354,1642,3328,4379,1284,4812,4239,4833,673,413,1160,170,3731,2688,2618,1404,437,1886,263,3684,4229,4952,1444,3259,5008,1748,5040,5067,3106,5115,5119
43,1862,259,469,982,4446,2960,725,4460,4461,1594,1162,1604,2723,4470,141,2615,4477,3446,803,1825,3313,336,4359,4538,4554,4559,4566,3909,1497,3245,2066,4614,1509,4655,964,74,571,4739,1533,2767,3418,4754,1547,4791,575,4804,4808,4883,4175,1279,1565,4974,4976,4398,1510,817,4998,773,5009,5041,2620,5063,5069,2943
4141,196,198,661,293,2911,2639,2454,1357,2532,1376,4520,3372,467,1184,453,4126,1521,1134,147,476,668,4633,4639,4640,4654,3347,3799,4742,892,4776,4796,4811,1694,756,4844,4866,2264,4375,550,26,4882,4911,3720,4964,2299,1210,2682,4973,4975,4989,4991,4997,5027,2421,5053,5084,5087,159,4228,1618,3343,1882,5118,5145
2831,3351,1410,3464,3380,1206,1810,1261,323,1285,939,4598,250,4606,3599,2648,1528,423,3629,4621,1114,210,1441,4718,2802,1981,4806,4813,68,4351,1860,4899,4908,4915,3713,1949,2942,1083,5011,1062,5050,5056,5057,5060,5068,2666,5117,1803,888,5126,4200,5128,4093,5130,5132,5135,1415,2247,1159,5144,5146,943,1482,5148
1016,4463,4464,29,408,168,65,66,67,4497,195,2033,637,4535,20,2271,4556,4557,1437,1722,3941,4674,1467,4699,4702,4732,2876,2586,406,4878,2035,3536,297,4946,4947,4992,3006,5005,121
202,1476,71,4442,2085,2007,1768,3902,1202,1993,1994,3444,3404,4531,2721,3066,4547,1289,4567,2515,4580,2078,1555,815,1844,4682,4727,36,4749,4750,4768,143,4848,4889,1344,97,4990,1067
625,4323,1951,1867,4326,46,3944,4003,269,2294,572,1754,4730,422,4745,1725,2582,1406,4837,4855,4208,3702,5059,5062,5070,5071,451,5094
31,375,32,4517,4527,894,1952,4756,4757,4769,2673,4925,4944,3622,802
3914,3980,2684,3960,4486,4493,4501,4525,4545,4740,4982,4983
4440,2050,1623,4478,4572,4766
3312,4105,582,4684
4852,4853,4971,5047
4874,4875,2719,4262
4884,4885,4897,4901
4494,3564,1745
4590,4591,1207
52,53,61
4673,3504,4213
4690,4320,4707
4731,1231,5142
3807,2759,4841
5033,1217,5035
217,1301,2537
5091,510,1366
3219,5121,5122
4438,3144
2483,804
4504,4505
4280,4534
2692,4540
4543,2733
2554,2555
4573,358
1255,1828
4080,4619
2146,4037
4680,555
4706,3591
4733,4734
4376,3763
2957,4777
4787,4788
379,450
4016,489
4800,4801
1048,3119
4802,3601
4846,1027
506,22
4904,4906
4934,4935
1205,4185
5028,5029
5039,586
3480,1060
1881,82
960,3314
4439
4530
4565
4589
4593
4722
2058
4827
4843
4927
3756
5002
790
5133
